"Ticker","Tot_Asset_M","Creation / Redemption Fee","Median_Mkt_Cap_M","Name","Domicile","Fund_Type","NAV","Expense_Ratio","Tot_Ret_1M","Tot_Ret_3M","Tot_Ret_6M","Tot_Ret_1Y","Tot_Ret_3Y","Mean_Ret_5Y_Ann","Sharpe_3Y","Std_Dev_1Y-M","Avg_Price_Cash_Flow","Back Load","Front End Load","Beta_3Y","Front Load","Avg_Dvd_Yield","History_Length","Ret_Vs_Idx_3Y","Alpha_3Y"
INFLEQ1 IN Equity,49890,,3898592,INDIAFIRST LIFE-EQUITY1 FUND,India,Open-End Fund,45.941,,-1.349,-2.098,7.803,-4.379,42.542,20.171,0.62,12.519,27.792,,,,,1.06,5468,,
INFLEQA IN Equity,590,,3276109,INDIAFIRST LIFE-EQUITY ADVAN,India,Open-End Fund,50.214,,-1.337,-2.047,7.578,-5.041,43.144,20.647,0.637,12.508,14.024,,,,,1.039,5294,,
INFLEQF IN Equity,520,,3276109,INDIAFIRST LIFE-EQUITY FUND,India,Open-End Fund,49.773,,-1.492,-2.121,7.734,-4.726,42.385,20.667,0.623,12.557,13.621,,,,,1.044,5761,,
INFLEQP IN Equity,430,,5047294,INDIAFIRST LIFE-EQTY PENSION,India,Open-End Pension,56.235,,-1.107,-2.071,6.885,-3.306,53.906,21.354,0.888,12.364,17.564,,,,,1.288,5761,,
INFLIDT IN Equity,440,,5047294,INDIAFIRST LIFE-INDEX TRACKR,India,Open-End Fund,41.547,,-0.252,-0.616,9.567,-1.172,41.66,18.668,0.588,12.849,16.6,,,0.95,,1.157,5461,-1.125,0.044
INFLVAL IN Equity,2620,,2787923,INDIAFIRST LIFE-VALUE FUND,India,Open-End Fund,49.941,,-1.452,-2.009,7.74,-5.087,43.631,20.908,0.652,12.587,26.876,,,,,1.018,5461,,
INGCNIF IN Equity,248.952,,,EXIDE LIFE- CAP NIFTY INDEX,India,Open-End Fund,22.985,,-0.288,-0.671,8.883,-2.013,40.707,18.844,0.565,12.893,,,,0.977,,,2375,-6.094,-0.096
INGCTRG IN Equity,3092.826,,16040670,INVESCO GBL CONS TRENDS-RG,India,Open-End Fund,11.706,1.54,9.213,22.431,20.658,47.784,70.515,,0.601,26.704,28.531,0,,1.07,0,0.157,1702,5.385,0.125
INGUEQT IN Equity,2636.687,,5391372,EXIDE LIFE-EQUITY FUND-IDVL,India,Open-End Fund,69.263,,-0.254,-0.646,9.271,-1.011,39.993,18.124,0.558,12.708,19.652,,,,,1.151,7132,,
INGUMCF IN Equity,876.222,,643602.812,EXIDE LIFE-MID CAP FUND,India,Open-End Fund,30.988,,-1.345,0.027,13.495,-2.386,73.277,24.91,1.043,19.366,23.982,,,,,0.669,3068,,
INGUPEP IN Equity,920.1,,5211505,EXIDE LIFE-PRIME EQT PENSION,India,Open-End Pension,45.437,,-0.125,-0.436,9.732,-1.287,43.092,19.432,0.626,12.997,23.137,,,,,1.188,5538,,
INGUPEQ IN Equity,164.899,,5391372,EXIDE LIFE- PENSION EQTY-IDV,India,Open-End Pension,48.6,,-0.236,-0.613,9.223,-0.636,40.39,18.158,0.571,12.754,20.65,,,,,1.141,6384,,
INGUPME IN Equity,3730.398,,5391372,EXIDE LIFE-PRIME EQUITY,India,Open-End Fund,43.157,,-0.257,-0.546,9.424,-1.355,39.91,18.3,0.556,12.86,19.385,,,,,1.128,5538,,
INISCRG IN Equity,75804.555,,250106.594,INVESCO INDIA SMALLCAP-RG,India,Open-End Fund,41.62,1.74,-1.561,3.998,17.604,1.711,96.878,34.413,1.334,22,,0,,0.798,0,0.342,2490,16.272,0.491
INSDQRG IN Equity,21922.668,,43135352,IPRU NASDAQ 100 INDEX FUN-RG,India,Open-End Fund,17.65,1.07,2.361,14.861,12.099,25.704,102.315,,1.106,16.763,25.351,,,0.985,,0.68,1408,-7.361,-0.077
INTSFRG IN Equity,524.418,,1553991,GROWW ELSS TAX SAVER FUND-RG,India,Open-End Fund,19.94,2.3,-0.15,2.519,13.618,-3.996,49.028,18.574,0.672,17.029,41.205,0,,0.971,0,0.877,2798,-5.609,-0.093
INVIBRG IN Equity,5673.739,,985837.812,INVESCO INDIA BUSNS CYCLE-RG,India,Open-End Fund,12.66,2.35,1.038,10.761,,,,,,,,,,,,0.319,177,,
INVIMRI IN Equity,7996.567,,881111.312,INVESCO INDIA MANUFAC FD-RID,India,Open-End Fund,10.18,2.29,-0.196,2.312,15.42,-0.294,,,,,63.045,,,,,0.483,373,,
INVITRG IN Equity,3278.703,,895681.625,INVESCO INDIA TECHNLGY FD-RG,India,Open-End Fund,9.6,2.41,1.373,3.672,10.345,,,,,,32.195,,,,,1.051,336,,
IPEOFDD IN Equity,101868.492,,1428670,ICICI PRUD ENE OPP-DIR IDCW,India,Open-End Fund,10,0.53,-2.057,-1.768,14.811,-2.248,,,,17.725,8.854,,,,,2.503,400,,
IPFLCRG IN Equity,179697.531,,1331099,ICICI PRU FLEXICAP FUND - RG,India,Open-End Fund,18.89,1.69,1.723,3.734,14.416,-0.211,65.122,,0.996,15.269,31.703,,,0.901,,0.569,1499,11.53,0.271
IPHLTRG IN Equity,2356.765,,661997.687,ITI PHARMA HLTHCARE FUND-RG,India,Open-End Fund,16.161,2.35,-3.131,0.939,7.744,-0.265,78.208,,1.088,16.624,41.271,,,0.894,,0.394,1198,-8.498,0.077
IPN15DD IN Equity,137.492,,5923790,ICI PR NIF TOP 15 EW IND-DD,India,Open-End Fund,9.796,0.35,0.955,,,,,,,,23.969,0,,,,1.378,61,,
IPPHDRG IN Equity,61039.578,,881111.312,ICICI PRU PHARMA HC DIAG-RG,India,Open-End Fund,39.95,1.88,-2.227,3.82,15.13,6.505,112.161,24.125,1.544,17.534,29.669,1,,0.944,0,0.634,2599,16.62,0.318
IPRMIRG IN Equity,66024.266,,793526.875,ICICI PRU MANU IN INDIA-RG,India,Open-End Fund,34.87,1.82,0.115,2.378,18.848,-2.489,94.696,30.721,1.28,20.46,26.713,0,0,1.004,0,0.757,2511,17.869,0.296
IPROPRG IN Equity,297180.562,,3313740,ICICI PRU OPPORTUNITIES-RG,India,Open-End Fund,35.35,1.58,-0.028,0.227,10.4,1.756,84.982,32.693,1.574,11.918,16.367,1,,0.815,0,1.124,2415,30.345,0.761
IPRUF50 IN Equity,38542.898,,2167136,ICICI PRU ULIP FOCUS 50,India,Open-End Fund,19.966,,-0.439,-0.718,9.438,-2.148,37.884,17.517,0.489,13.173,0.355,,,0.99,,160.59,2352,-8.918,-0.173
IPRUVEF IN Equity,78311.102,,,ICICI PR ULIP VALUE ENHANCER,India,Open-End Fund,23.239,,0.442,0.642,13.38,-7.587,68.198,21.801,0.929,18.309,,,,0.812,,,2599,5.998,0.29
IPSCIRG IN Equity,5322.521,,199408.5,ICICI PR N SP 250 INDX FD-G,India,Open-End Fund,16.789,0.84,-3.583,0.817,15.642,-7.998,78.179,,1.008,23.552,69.161,,,0.995,,0.653,1393,-6.857,-0.099
IPSEQFU IN Equity,10922.5,,2549140,ICICI PRU ULIP STNBL EQTY FD,India,Open-End Fund,14.088,,0.489,0.643,10.872,-2.118,48.124,,0.681,13.64,11.425,,,,,1.028,1408,,
IPSUEQG IN Equity,19671.229,,2706476,IPRU PSU EQUITY FUND - RG,India,Open-End Fund,19.86,2.08,-2.98,-3.452,10.211,-10.661,,,,18.713,6.649,,,,,2.794,1079,,
IPUSBCG IN Equity,32573.781,,4313525,ICICI PRU US BLUECHIP EQTY-G,India,Open-End Fund,67.42,2.01,0.642,13.349,6.458,7.734,55.238,16.289,0.493,13.815,16.862,1,,1.019,0,1.689,4797,-27.483,-0.518
IQUANRG IN Equity,1355.509,,2236295,ICICI PRUDENTIAL QUANT FD-RG,India,Open-End Fund,22.57,2.42,-0.573,0.624,9.616,-0.573,60.412,,0.999,13.55,15.081,,,0.835,,1.853,1717,9.432,0.314
ISENSRG IN Equity,18904.975,,5923790,ICICIPRU BSE SEN INDEX FD-RG,India,Open-End Fund,26.437,0.28,-0.704,-0.99,9.067,-0.248,41.039,18.54,0.585,12.347,20.579,0,,0.999,0,1.173,2896,-1.517,-0.029
ISMENRG IN Equity,946.594,,,IPRU STRTGC MTL ENGRY FOF-RG,India,Open-End Fund,19.078,1.51,7.367,14.544,20.229,24.106,56.41,,0.535,16.022,6.905,,,,,2.487,1301,,
ISP5FRG IN Equity,575.148,,335514.406,ICICI PRU BSE 500 ETF FOF-RG,India,Open-End Fund,15.36,0.56,-1.879,-0.083,11.685,-3.556,48.738,,0.751,15.013,29.197,,,0.951,,1.058,1363,-4.854,-0.02
ITALFRG IN Equity,31622.711,,2236295,ICICI TRANS & LOGISTIC FD-RG,India,Open-End Fund,19.68,1.99,5.41,9.333,20,1.391,,,,17.661,32.746,1,,,0,0.825,1031,,
ITARBRG IN Equity,489.195,,695321.125,ITI ARBITRAGE FUND - RG,India,Open-End Fund,13.081,0.93,0.512,1.623,3.369,6.815,20.512,4.708,-1.273,0.354,,0.25,,0.658,0,0.899,2176,-3.526,0.122
ITBCFDD IN Equity,2469.046,,1390051,ITI BHAR CONSUMP FUND-DD,India,Open-End Fund,11.614,0.5,3.015,4.918,,,,,,,29.694,,,,,0.826,175,,
ITCT200 IN Equity,381166.875,,3313740,HDFC LARGE CAP FUND-RGLR GRW,India,Open-End Fund,1127.387,1.6,-0.872,-0.213,8.697,-3.245,55.659,22.759,0.9,12.634,20.49,1,,0.927,0,0.922,10584,9.591,0.27
ITILMRD IN Equity,8624.217,,832220.125,ITI LARGE & MID CAP FUND-RD,India,Open-End Fund,9.445,2.18,-2.198,-1.603,11.716,,,,,,150.708,,,,,0.709,348,,
ITILTRG IN Equity,4200.093,,292086,ITI ELSS TAX SAVER-RG,India,Open-End Fund,23.729,2.31,-2.047,-0.457,14.23,-5.606,71.784,21.805,1.041,20.146,109.137,0,,1.059,0,0.641,2133,17.147,0.25
ITIMCRG IN Equity,12238.912,,584815.375,ITI MID CAP FUND - RG,India,Open-End Fund,20.71,2.08,-0.938,0.449,14.552,-8.13,79.302,,1.123,20.143,69.116,,,0.997,,0.712,1631,-3.975,-0.06
ITIMULC IN Equity,12754.103,,895681.625,ITI MULTI CAP FUND-REGULAR,India,Open-End Fund,23.267,2.04,-0.892,1.351,16.373,-5.829,69.323,20.85,1.019,19.684,39.262,1,,1.064,0,0.712,2295,14.686,0.204
ITISCRD IN Equity,26798.109,,231971.594,ITI SMALL CAP FUND-REG DIV,India,Open-End Fund,27.089,1.91,-2.3,1.898,17.379,-2.035,91.591,28.874,1.324,21.843,143.688,1,,0.82,0,0.49,2016,6.556,0.44
ITLRGRG IN Equity,5225.504,,3241111,ITI LARGE CAP FUND - RG,India,Open-End Fund,17.279,2.36,-1.204,-1.314,9.706,-5.801,46.034,,0.649,15.901,,0,,0.965,0,1.045,1701,-0.513,0.097
ITRLORG IN Equity,5727.484,,1191101,BANDN TRNSPT LOGISTICS FD-RG,India,Open-End Fund,18.582,2.39,5.544,9.402,22.097,-1.286,,,,17.786,25.014,1,,,0,1.127,947,,
ITVALDG IN Equity,3306.15,,528638.312,ITI VALUE FUND - DG,India,Open-End Fund,17.462,0.57,-2.472,-0.987,12.222,-8.526,72.538,,1.147,17.657,,1,,1.038,0,0.934,1532,17.901,0.344
IUSEFRG IN Equity,3479.887,,,BANDHAN US EQUITY FOF-RG,India,Open-End Fund,17.084,1.61,2.848,14.129,9.611,21.06,85.615,,1.171,17.707,,1,,0.879,0,,1465,-23.35,0.102
JBN50DG IN Equity,,,,JIOBLCRC NIFTY 50 IND FN-DG,India,Open-End Fund,9.933,,,,,,,,,,,,,,,,5,,
JBRNSDG IN Equity,,,,JIBLKRK NIF SC250 IND FN-DG,India,Open-End Fund,9.914,,,,,,,,,,,,,,,,5,,
JIBRMDG IN Equity,,,,JIOBR NIF MIDCP 150 INX F-DG,India,Open-End Fund,9.928,,,,,,,,,,,0,,,,,5,,
JIN50DG IN Equity,,,,JIBR NIF NXT 50 IND FN-DG,India,Open-End Fund,9.913,,,,,,,,,,,,,,,,5,,
JMARADG IN Equity,3189.348,,1255730,JM ARBITRAGE ADVANTAGE-RG,India,Open-End Fund,32.869,1.08,0.429,1.423,2.897,6.207,21.074,5.011,-1.259,0.344,75.822,0.5,,,0,0.954,6978,21.074,
JMBASIC IN Equity,10622.63,,278163.406,JM BASIC FUND - RG,India,Open-End Fund,95.291,2.19,-2.806,-1.713,9.624,-12.761,88.183,28.362,1.266,17.464,26.274,1,,1.03,0,0.867,10193,34.591,0.602
JMCO11G IN Equity,2844.71,,1211295,JM FOCUSED F-RG,India,Open-End Fund,19.489,2.38,0.563,1.462,9.152,-7.258,67.056,21.523,0.956,16.417,20.939,1,,0.947,0,0.662,6377,13.464,0.259
JMEQTYG IN Equity,5113.539,,2284538,JM EQUITY FUND-RG,India,Open-End Fund,151.565,2.38,-0.025,0.984,9.539,-9.027,54.118,17.907,0.768,14.796,42.729,1,,1.007,0,0.906,11100,11.562,0.204
JMIDCRG IN Equity,14258.787,,549658.125,JM MID CAP FUND - RG,India,Open-End Fund,19.058,2.06,-0.064,3.464,14.336,-4.98,,,,18.573,20.294,,,,,0.538,1006,,
JMLMCRG IN Equity,2950.884,,1060169,JM LARGE & MID CAP FUND-RG,India,Open-End Fund,10.109,2.34,,,,,,,,,51.97,1,,,,0.533,28,,
JMMULSG IN Equity,59570.027,,830298,JM MULTI STRATEGY FUND-RG,India,Open-End Fund,96.5,1.79,0.138,-0.242,8.003,-10.225,81.707,27.099,1.145,16.046,29.677,1,,1.009,0,0.776,6180,28.115,0.423
JMSCFRD IN Equity,7313.004,,138191.797,JM SMALL CAP FUND - RD,India,Open-End Fund,9.754,2.28,-1.919,-0.1,12.045,-8.58,,,,21.96,27.371,,,,,0.488,429,,
JMTAXGG IN Equity,2067.392,,695321.125,JM ELSS TAX SAVER-GROWTH,India,Open-End Fund,48.214,2.37,0.235,2.956,11.833,-6.279,71.488,25.13,1.014,15.874,144.098,0,,0.984,0,0.618,6335,17.896,0.282
JPECORG IN Equity,27679.809,,1750898,EDELWISS FLEXI CAP-R G,India,Open-End Fund,37.681,1.92,0.133,1.309,12.089,-2.927,63.653,23.465,0.937,16.046,35.83,1,,0.994,0,0.828,3863,12.673,0.2
JPINSCG IN Equity,110269.328,,647338.875,EDELWEISS MID CAP-RG,India,Open-End Fund,100.23,1.69,0.251,2.528,17.249,1.831,90.783,32.858,1.288,20.134,39.105,1,,0.901,0,0.646,6453,5.008,0.207
JPMINEG IN Equity,40633.078,,1018913,EDELWEISS EQTY OPPORT FUN-RG,India,Open-End Fund,85.311,1.85,-0.741,0.696,12.172,-2.178,59.752,23.903,0.898,16.853,43.444,1,,0.977,0,0.814,6648,8.773,0.197
K200MRG IN Equity,4815.527,,1627871,KOTAK NFTY 200 MOM 30 IF-RG,India,Open-End Fund,14.237,0.79,-1.515,-1.303,8.762,-17.871,,,,20.054,20.656,,,,,0.351,799,,
KBFSFRG IN Equity,12364.909,,3313740,KOTAK BANKING FIN SERV F-RG,India,Open-End Fund,15,2.13,-2.717,-1.413,13.49,5.843,,,,13.633,,,,,,0.955,903,,
KESGORG IN Equity,8635.018,,2970378,KOTAK ESG EXCLU STRA-RG,India,Open-End Fund,16.997,2.28,0.024,0.908,11.419,-1.916,47.16,,0.658,14.065,36.171,1,,0.888,0,1.272,1713,0.613,0.127
KFSEBDD IN Equity,696.036,,1213987,KOT NIF FIN SER EX-BN IND-DI,India,Open-End Fund,15.042,0.22,-2.058,-0.41,16.514,11.389,,,,17.94,,,,,,0.769,737,,
KHOUSDG IN Equity,175.856,,941185.875,KOTAK BSE HOU IND F-DIRECTGW,India,Open-End Fund,13.849,0.22,-0.245,4.073,12.998,-4.073,,,,19.737,54.405,,,,,0.447,723,,
KMFINRG IN Equity,24841.41,,1167615,KOTAK MANUFACTURE IN IND-RG,India,Open-End Fund,18.611,1.97,-0.683,2.079,17.412,-3.56,65.74,,0.929,20.382,28.396,0,,0.95,1,0.861,1274,-11.086,-0.06
KN50IRG IN Equity,9305.717,,5001495,KOTAK NIFTY 50 INDEX FUND-RG,India,Open-End Fund,16.061,0.35,-0.36,-0.514,10.301,-0.594,42.815,,0.606,13.078,23.656,0,,0.997,0,1.234,1524,-3.986,-0.074
KNN50RG IN Equity,7059.682,,1331099,KOTAK NIFTY NEXT 50 INDEX-RG,India,Open-End Fund,19.04,0.57,-0.277,-0.551,12.819,-10.405,55.273,,0.705,20.537,39.135,0,,0.993,0,0.957,1624,-3.396,-0.052
KOBCYRG IN Equity,28486.691,,923850,KOTAK BUSINESS CYCLE FUND-RG,India,Open-End Fund,16.426,1.94,1.879,5.079,18.096,5.295,,,,17.237,40.524,,,,,0.692,1056,,
KOBPIRI IN Equity,764.755,,2706476,KOTAK BSE PSU IND F-REG IDCW,India,Open-End Fund,8.281,1.03,-3.743,-4.98,13.082,-14.017,,,,,15.372,,,,,2.536,387,,
KOELSSG IN Equity,63547.156,,1750898,KOTAK ELSS TX SAVER-REG GR,India,Open-End Fund,113.966,1.76,-1.147,-0.238,12.057,-3.701,55.43,22.801,0.887,16.601,20.683,0,,0.907,0,1.221,7216,0.793,0.146
KOEMEQG IN Equity,573752,,647338.875,KOTAK EMERGING EQUITY FD-RG,India,Open-End Fund,135.718,1.39,0.085,5.556,20.242,2.413,78.767,30.9,1.157,20.689,40.187,0,,0.833,0,0.826,6722,-7.009,0.164
KOEOPDD IN Equity,2007.808,,1168264,KOTAK ENRGY OPPORT-DD,India,Open-End Fund,10.008,0.93,-1.902,-2.504,,,,,,,21.059,,,,,1.839,117,,
KOFEQRG IN Equity,36589.887,,2970378,KOTAK FOCUSED EQUITY FUND-RG,India,Open-End Fund,25.298,1.89,0.909,3.642,14.512,0.437,54.775,20.98,0.818,14.701,61.654,0,,0.888,0,1.085,2227,0.138,0.077
KOGDGWT IN Equity,1508.309,,7321312,KOTAK MAHINDRA ULIP GRD GRTH,India,Open-End Fund,87.136,,-0.663,-0.579,4.18,2.859,25.664,7.145,0.436,4.266,,,,,,1.051,8093,,
KOKNWRD IN Equity,168.402,,1677212,KOTAK NIFTY 100 EQ WE IDX-RD,India,Open-End Fund,10.323,0.72,0.126,0.282,12.304,,,,,,28.056,,,,,1.162,240,,
KOMCFRG IN Equity,188544.047,,736502.625,KOTAK MULTICAP FUND - RG,India,Open-End Fund,18.845,1.63,0.722,2.435,14.295,-3.14,84.936,,1.2,18.283,26.461,0,,1.048,0,1.439,1421,20.017,0.219
KON50RD IN Equity,2449.357,,793526.875,KOTA NIF MID 150 MOM 50IN-RD,India,Open-End Fund,9.109,0.93,-1.428,-0.426,13.607,,,,,,26.951,0,,,0,0.424,320,,
KONITDG IN Equity,297.214,,950941.375,KOTAK NIFTY IND TOUR IN F-DG,India,Open-End Fund,10.039,0.33,1.261,2.46,14.548,,,,,,24.977,,,,,0.253,331,,
KONMIEG IN Equity,578.868,,736502.625,KOTAK NIFTY MIDCAP 50 IND-RG,India,Open-End Fund,9.789,0.86,-1.904,0.297,14.612,-3.992,,,,,19.775,,,,,0.764,371,,
KOREFDG IN Equity,853.825,,,KOTAK INTL REIT FOF-DG,India,Open-End Fund,11.554,0.53,4.359,12.422,15.479,10.815,15.943,,-0.112,15.779,,1,,0.83,0,,1246,-17.593,-0.261
KOSEGOG IN Equity,532930.375,,2800376,KOTAK FLEXICAP-GROWTH,India,Open-End Fund,83.548,1.44,-1.594,-0.222,13.995,0.857,57.063,20.981,0.922,15.831,20.919,1,,0.926,0,0.942,5829,2.426,0.155
KOTBSDG IN Equity,114.059,,5923790,KOTAK BSE SENSEX IND FD-DG,India,Open-End Fund,10.721,0.14,-0.713,-0.997,9.298,,,,,,20.568,,,,,1.173,188,,
KOTCAPG IN Equity,716082,,1559797,KOTAK EQUITY ARBITRAGE FD-RG,India,Open-End Fund,37.814,1.05,0.457,1.568,3.317,6.869,23.352,5.854,0.477,0.353,58.198,0.25,,0.6,0,0.763,7272,-0.685,0.226
KOTCONG IN Equity,44717.641,,1186479,KOTAK CLASSIC EQUITY FUND-RG,India,Open-End Fund,149.258,1.86,0.397,2.317,13.987,-2.446,77.098,25.093,1.183,15.45,91.115,1,,0.981,0,1.176,7303,22.461,0.369
KOTCOPP IN Equity,136744,,7321312,KOTAK CLASSIC OPPORTUNITIES,India,Open-End Fund,68.285,,-0.784,-0.101,10.732,-3.734,51.804,20.538,0.788,14.94,21.708,,,,0,1.01,5732,,
